ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
69775.0,GLOBAL_ATTRIBUTE15,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE16,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE17,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE18,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE19,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE2,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE20,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE3,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE4,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE5,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE6,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE7,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE8,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE9,Reserved for country-specific functionality,V
69775.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
69775.0,WF_ITEM_KEY,Approval workflow item key,V
69780.0,EMERGENCY_PO_NUM,Purchase order number reserved in advance for an emergency requisition,V
69780.0,WF_ITEM_KEY,Approval workflow item key,V
69780.0,WF_ITEM_TYPE,Approval workflow item type,V
69741.0,GLOBAL_ATTRIBUTE1,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE10,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE11,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE12,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE13,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE14,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE15,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE16,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE17,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE18,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE19,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE2,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE20,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE3,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE4,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE5,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE6,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE7,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE8,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE9,Reserved for country-specific functionality,V
69741.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
69741.0,INTERFACE_SOURCE_CODE,Audit trail reference (needed for 832 EDI transaction),V
69741.0,MRC_RATE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID and currency conversion rate pairs,V
69741.0,MRC_RATE_DATE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID and currency conversion date pairs,V
69741.0,MRC_RATE_TYPE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID and currency conversion rate type pairs,V
69741.0,REFERENCE_NUM,Audit trail reference (needed for 832 EDI transaction),V
69741.0,WF_ITEM_KEY,Workflow approval item key (References WF_ITEMS.item_key),V
69741.0,WF_ITEM_TYPE,Workflow approval item type (References WF_ITEMS.item_type),V
50671.0,BASE_QTY,OPM: Ordered quantity converted from transaction UOM to base UOM,N
50671.0,BASE_UOM,OPM: Stores the base unit of measure (UOM)  for the item ordered,V
50671.0,GLOBAL_ATTRIBUTE1,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE10,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE11,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE12,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE13,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE14,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE15,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE16,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE17,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE18,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE19,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE2,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE20,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE3,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE4,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE5,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE6,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE7,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE8,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE9,Reserved for country-specific functionality,V
50671.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
50671.0,LINE_REFERENCE_NUM,Audit Trail Reference (needed for 832 EDI transaction),V
50671.0,PROJECT_ID,Project accounting project unique identifier. (References PA_PROJECTS_ALL.project_id or PJM_SEIBAN_NUMBERS.project_id.),N
50671.0,QC_GRADE,OPM: Stores the quality control grade wanted on the purchase order line,V
50703.0,IMPLEMENTATION_REQ_ID,Implementation request id,N
52595.0,PREPAYMENT_FLAG,Indicates whether this payment term is enabled for prepayment,V
78676.0,LAST_CREDIT_REVIEW_DATE,Date of last customer profile data review,D
78676.0,PARTY_ID,Party identifier that profile is associated with,N
78676.0,REVIEW_CYCLE,Review cycle of customer profile data,V
51922.0,SCHEDULE_TO_INSTANCE,Schedule To Instance,N
78676.0,CREDIT_CLASSIFICATION,Credit classification.,V
50703.0,PROJECT_ID,Project Id for Project Manufacturing,N
50703.0,TASK_ID,Task Id for Project Manufacturing,N
50671.0,EXPIRATION_DATE,"Blanket, quotation, or RFQ only: Date after which the item on this catalog line can no longer be ordered",D
50671.0,TAX_CODE_ID,Unique identifier for the tax code. (References AP_TAX_CODES.tax_id.),N
53969.0,ACCRUE_THROUGH_DATE,"The date through which to accrue revenue for the project. Expenditure items with item date and events with completion date on or before the accrue through date are included on a revenue. For cost-to-cost accrual, the item PA date is used.",D
53969.0,ACCUMULATED_FLAG,Flag indicating whether the revenue amounts of the draft revenue are included in the accumulator tables. (Obsolete in Version 4 with the new project summary amounts.),V
53969.0,AGREEMENT_ID,The identifier of the agreement that funds the revenue,N
53969.0,CREATED_BY,Standard Who Column,N
53969.0,CREATION_DATE,Standard Who Column,D
53969.0,CUSTOMER_BILL_SPLIT,The percentage of the total project revenue that the customer is funding on the draft revenue,N
53969.0,DRAFT_REVENUE_NUM,The sequential number that identifies the draft revenue within a project,N
53969.0,DRAFT_REVENUE_NUM_CREDITED,The draft revenue number that is credited by this draft revenue,N
53969.0,GENERATION_ERROR_FLAG,Flag that indicates that an error was encountered during the Generate Draft Revenue program that caused the draft revenue to not be successfully generated,V
53969.0,GL_DATE,The end date of the GL accounting period to which to post the draft revenue transactions. The GL period is determined by the Transfer Revenue program from the first open or future GL period on or after the PA date of the draft revenue.,D
53969.0,LAST_UPDATED_BY,Standard Who Column,N
53969.0,LAST_UPDATE_DATE,Standard Who Column,D
53969.0,LAST_UPDATE_LOGIN,Standard Who Column,N
53969.0,PA_DATE,The end date of the PA period in which the revenue is generated. The PA period is the open or future PA period on or after the latest date of the expenditure item dates and the event completion dates included on the revenue.,D
53969.0,PROGRAM_APPLICATION_ID,Standard Who Column,N
53969.0,PROGRAM_ID,Standard Who Column,N
53969.0,PROGRAM_UPDATE_DATE,Standard Who Column,D
53969.0,PROJECT_ID,The identifier of the project for which the revenue is generated,N
53969.0,RELEASED_DATE,The date on which the draft revenue is released,D
53969.0,REQUEST_ID,Standard Who Column,N
53969.0,TRANSFERRED_DATE,The date that the draft revenue was transferred to General Ledger,D
53969.0,TRANSFER_REJECTION_REASON,"The reason why the draft revenue was rejected by the Transfer Revenue program or rejected by the General Ledger interface program, EZLink",V
53969.0,TRANSFER_STATUS_CODE,The status of the revenue as it is transferred to General Ledger,V
53969.0,UNBILLED_BATCH_NAME,"The identifier of the GL je line in which the UBR amount is included when posted to GL. This value is a concatenation of the UBR ccid, draft revenue gl date, transfer request id separated by hyphens. Joins to GL_JE_LINES.REFERENCE_1",V
53969.0,UNBILLED_CODE_COMBINATION_ID,The identifier of the gl account to which the unbilled receivables amount of this draft revenue is charged,N
53969.0,UNBILLED_RECEIVABLE_DR,The amount of unbilled receivables debit by the draft revenue,N
53969.0,UNEARNED_BATCH_NAME,"The identifier of the GL je line in which the UER amount is included when posted to GL. This value is a concatenation of UER ccid, draft revenue gl date, transfer request id separated by hyphens. Joins to GL_JE_LINES.REFERENCE_1.",V
53969.0,UNEARNED_CODE_COMBINATION_ID,The identifier of the gl account to which the unearned revenue amount of this draft revenue is charged,N
53969.0,UNEARNED_REVENUE_CR,The amount of unearned revenue credited by this draft revenue,N
69724.0,ASL_ID,ASL unique identifier,N
69724.0,ASL_STATUS_ID,Approval/certification status,N
69724.0,ATTRIBUTE1,Descriptive flexfield segment,V
69724.0,ATTRIBUTE10,Descriptive flexfield segment,V
69724.0,ATTRIBUTE11,Descriptive flexfield segment,V
69724.0,ATTRIBUTE12,Descriptive flexfield segment,V
69724.0,ATTRIBUTE13,Descriptive flexfield segment,V
69724.0,ATTRIBUTE14,Descriptive flexfield segment,V
69724.0,ATTRIBUTE15,Descriptive flexfield segment,V
69724.0,ATTRIBUTE2,Descriptive flexfield segment,V
69724.0,ATTRIBUTE3,Descriptive flexfield segment,V
69724.0,ATTRIBUTE4,Descriptive flexfield segment,V
50218.0,PAYCARD_AUTHORIZATION_NUMBER,This is the authorization number captured for the payments made using payment card.,V
50218.0,PAYCARD_REFERENCE_ID,Unique identifier for the payment card used for the payment.,N
50218.0,RELATIONSHIP_ID,Unique identifier to third party relationships of a supplier with another supplier. This column will be populated if the payment is made to the third party.,N
50218.0,REMIT_TO_SUPPLIER_ID,Unique supplier identifier to whom invoice amount will be remitted,N
50218.0,REMIT_TO_SUPPLIER_NAME,Name of the supplier to whom invoice amount will be remitted,V
50218.0,REMIT_TO_SUPPLIER_SITE,Name of the supplier site to whom invoice amount will be remitted,V
50218.0,REMIT_TO_SUPPLIER_SITE_ID,Unique supplier site identifier to whom invoice amount will be remitted,N
50650.0,DISCOUNT_AMOUNT,Contains the first discount amount in absolute amount,N
50650.0,DISCOUNT_AMOUNT_2,Contains the second discount amount in absolute amount,N
50650.0,DISCOUNT_AMOUNT_3,Contains the third discount amount in absolute amount,N
50650.0,DISCOUNT_CRITERIA,"When first discount is provided both in terms of percent and amount, this field decides which one to consider. This field holds one of the three values - H, L or NULL. If value is H system will consider Higher of the discounts arrived at by",V
50650.0,DISCOUNT_CRITERIA_2,"When second discount is provided both in terms of percent and amount, this field decides which one to consider. This field holds one of the three values - H, L or NULL. If value is H system will consider Higher of the discounts arrived at b",V
50703.0,STATUS_CODE,Status code,N
60191.0,RATE_SOURCE_CODE,Identify daily rates source,V
78962.0,CODE,Status code as defined in  FND_LOOKUP_VALUES.,V
78962.0,CREATED_BY,Standard Who column.,N
78962.0,CREATION_DATE,Standard Who column.,D
78962.0,DEFAULT_YN,Indicates  if a status code is the default status code for the given status type.,V
78962.0,END_DATE,"The end of the active period, one second before midnight on the date indicated.",D
78962.0,LAST_UPDATED_BY,Standard Who column.,N
78962.0,LAST_UPDATE_DATE,Standard Who column.,D
78962.0,LAST_UPDATE_LOGIN,Standard Who column.,N
78962.0,OBJECT_VERSION_NUMBER,Sequential number set at 1 on insert and incremented on update.  Used by APIs to ensure current record is passed.,N
78962.0,SECURITY_GROUP_ID,Used in hosted environments,N
78962.0,START_DATE,"The beginning of the active period, one second after midnight on the date indicated.",D
78962.0,STE_CODE,"Status Type to which this Status Code belongs to. For example, Status Type ""ENTERED'' can have ''ENTERED'', ''SUBMITTED FOR APPROVAL'' as status codes.",V
52593.0,ATTRIBUTE23,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE24,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE25,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE3,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE4,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE5,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE6,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE7,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE8,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE9,Descriptive Flexfield segment column,V
52593.0,ATTRIBUTE_CATEGORY,Descriptive Flexfield structure defining column,V
52593.0,BILL_TO_SITE_USE_ID,Bill to site use identifier,N
52593.0,CONTACT_ID,Contact identifier,N
52593.0,CREATED_BY,Standard Who column,N
52593.0,CREATION_DATE,Standard Who column,D
52593.0,DEMAND_CLASS_CODE,Demand class (user-defined Lookup used by Oracle Manufacturing),V
52593.0,FOB_POINT,Group responsible for the freight,V
52593.0,FREIGHT_TERM,Order Entry lookup code for FREIGHT_TERMS,V
52593.0,GSA_INDICATOR,Flag to indicate whether this site is a public sector (Gov.) Service Agency,V
52593.0,LAST_ACCRUE_CHARGE_DATE,This is the last date for which accrued finance charges were calculated for this site.,D
52593.0,LAST_UNACCRUE_CHARGE_DATE,This is the last date for which unaccrued finance charges were calculated for this site.,D
52593.0,LAST_UPDATED_BY,Standard Who column,N
52593.0,LAST_UPDATE_DATE,Standard Who column,D
52593.0,LAST_UPDATE_LOGIN,Standard Who column,N
52593.0,LOCATION,Site use identifier,V
52593.0,ORDER_TYPE_ID,Order type identifier,N
52593.0,ORG_ID,Operating Unit Identifier,N
52593.0,ORIG_SYSTEM_REFERENCE,Site use identifier from foreign system,V
52593.0,PAYMENT_TERM_ID,Payment term identifier,N
52593.0,PRICE_LIST_ID,Price List identifier,N
52593.0,PRIMARY_FLAG,Y or N indicates whether site is primary,V
52593.0,PROGRAM_APPLICATION_ID,Application identifier of last concurrent program to update this record,N
52593.0,PROGRAM_ID,Program identifier of last concurrent program to update this record,N
52593.0,PROGRAM_UPDATE_DATE,Last update date of this record by a concurrent program,D
52593.0,REQUEST_ID,Request identifier of last concurrent program to update this record,N
52593.0,SECOND_LAST_ACCRUE_CHARGE_DATE,This is the second to the last date for which accrued finance charges were calculated for this site.,D
52593.0,SECOND_LAST_UNACCRUE_CHRG_DATE,This is the second to the last date for which unaccrued finance charges were calculated for this site.,D
52593.0,SHIP_PARTIAL,Flag to indicate whether partial shipments are sent to this site,V
52593.0,SHIP_VIA,Name of shipping firm,V
52593.0,SIC_CODE,Standard Industry Classification code,V
52593.0,SITE_USE_CODE,Business Purpose,V
52593.0,SITE_USE_ID,Site use identifier,N
52593.0,SORT_PRIORITY,Sort priority,N
52593.0,STATUS,Site use status flag; lookup code for 'CODE_STATUS',V
52593.0,TAX_CODE,Tax code associated with this site,V
52593.0,TAX_EXEMPT,No longer used,V
52593.0,TAX_EXEMPT_NUM,No longer used,V
52593.0,TAX_EXEMPT_REASON_CODE,No longer used,V
52593.0,TAX_REFERENCE,Taxpayer identification number,V
52593.0,TERRITORY_ID,Territory identifier,N
52593.0,WAREHOUSE_ID,Warehouse identifier,N
53977.0,ATTRIBUTE1,Descriptive flexfield segment,V
53977.0,ATTRIBUTE10,Descriptive flexfield segment,V
53977.0,ATTRIBUTE2,Descriptive flexfield segment,V
53977.0,ATTRIBUTE3,Descriptive flexfield segment,V
53977.0,ATTRIBUTE4,Descriptive flexfield segment,V
53977.0,ATTRIBUTE5,Descriptive flexfield segment,V
53977.0,ATTRIBUTE6,Descriptive flexfield segment,V
53977.0,ATTRIBUTE7,Descriptive flexfield segment,V
53977.0,ATTRIBUTE8,Descriptive flexfield segment,V
53977.0,ATTRIBUTE9,Descriptive flexfield segment,V
53977.0,ATTRIBUTE_CATEGORY,Descriptive flexfield context field,V
53977.0,BURDEN_COST_FLAG,Flag that indicates whether costs are burdened for projects of this project type,V
53977.0,COST_IND_RATE_SCH_ID,The identifier of default costing burden schedule,N
53977.0,COST_SCH_OVERRIDE_FLAG,Indicates if users can override the standard costing burden schedule that is defaulted from project type,V
53977.0,CREATED_BY,Standard Who Column,N
53977.0,CREATION_DATE,Standard Who Column,D
53977.0,DESCRIPTION,Description of the project type,V
53977.0,DIRECT_FLAG,"Flag that indicates whether projects of this project type can accrue revenue and generate invoices. For contract project types this is set to Y. For others, this is set to N.",V
53977.0,END_DATE_ACTIVE,Last effective date of the project type,D
53977.0,INV_IND_RATE_SCH_ID,The identifier of default invoice burden schedule,N
53977.0,LABOR_BILL_RATE_ORG_ID,The identifier of the organization that owns the labor standard bill rate schedule,N
69812.0,APPROVAL_STATUS,Approval status of the work confirmation (References PO_LOOKUP_CODES.lookup_code with LOOKUP_TYPE='APPROVAL_STATUS'),V
52546.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
52546.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
52546.0,LEAD_DAYS,Number of days before the invoice due date that an invoice becomes eligible to be selected for receipt application of the automatic receipts that this payment method creates,N
52546.0,MATURITY_DATE_RULE_CODE,Determines the maturity date of an automatic receipt that is used to pay invoices that have different due dates,V
52546.0,NAME,Name of the receipt method,V
52546.0,PRINTED_NAME,String that is printed on statements when referring to this receipt method,V
52546.0,RECEIPT_CLASS_ID,Identifier of the receipt class that is associated with this receipt method,N
52546.0,RECEIPT_CREATION_RULE_CODE,"Indicates the rule that is used to group automatic receipts that this receipt method creates. For example, one per customer or one per site.",V
52546.0,RECEIPT_METHOD_ID,Identifier of the receipt method,N
52546.0,START_DATE,Date when this receipt method is active,D
52547.0,ATTRIBUTE1,Descriptive flexfield segment,V
52547.0,ATTRIBUTE10,Descriptive flexfield segment,V
52547.0,ATTRIBUTE11,Descriptive flexfield segment,V
52547.0,ATTRIBUTE12,Descriptive flexfield segment,V
52547.0,ATTRIBUTE13,Descriptive flexfield segment,V
52547.0,ATTRIBUTE14,Descriptive flexfield segment,V
52547.0,ATTRIBUTE15,Descriptive flexfield segment,V
52547.0,ATTRIBUTE2,Descriptive flexfield segment,V
52547.0,ATTRIBUTE3,Descriptive flexfield segment,V
52547.0,ATTRIBUTE4,Descriptive flexfield segment,V
52547.0,ATTRIBUTE5,Descriptive flexfield segment,V
52547.0,ATTRIBUTE6,Descriptive flexfield segment,V
52547.0,ATTRIBUTE7,Descriptive flexfield segment,V
52547.0,ATTRIBUTE8,Descriptive flexfield segment,V
52547.0,ATTRIBUTE9,Descriptive flexfield segment,V
52547.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
52547.0,BANK_ACCOUNT_ID,Identifier of the bank account associated with this receipt method,N
52547.0,BANK_CHARGES_CCID,Identifier of the Accounting Flexfield for the Bank Charges Account,N
52547.0,CASH_CCID,Identifier of the Accounting Flexfield for the Cash Account,N
52547.0,CLEARING_DAYS,"This stores the number of clearing days it takes for a bank account to clear a payment method. On a factored receipt, it is also the number of days after maturity date when customer risk of non-payment is eliminated.",N
52547.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
52547.0,CREATION_DATE,Standard who column - date when this row was created.,D
52547.0,EARNED_CCID,Identifier of the Accounting Flexfield for the Earned Account,N
52547.0,END_DATE,Date this combination of receipt method and bank account is inactive,D
52547.0,FACTOR_CCID,Identifier of the Accounting Flexfield for the Factor Account,N
52547.0,FACTOR_PRINT_PROGRAM_ID,Identifier of the program that will be used to print receipt that are selected for factoring and which use these receipt method and bank account,N
52547.0,FACTOR_TRANSMISSION_PROGRAM_ID,Identifier of the program that will be used to transmit receipt that are selected for factoring and which use these receipt method and bank account,N
52547.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
52547.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
52547.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
52547.0,MIN_RECEIPT_AMOUNT,Indicates the minimum receipt amount in this currency that must be specified when an automatic receipt is created with this payment method,N
52547.0,ON_ACCOUNT_CCID,Identifier of the Accounting Flexfield for the On Account Account,N
52547.0,UNIDENTIFIED_CCID,Identifier of the Accounting Flexfield for the Unidentified Account,N
52547.0,OVERRIDE_REMIT_ACCOUNT_FLAG,This column will be used to default the OVERRIDE_REMIT_ACCOUNT_FLAG for receipts created with this payment method and bank account combination.  It is considered Y when null.,V
52547.0,PRIMARY_FLAG,Y or N indicates whether this remittance bank is the primary bank account in this currency for this payment method,V
52547.0,RECEIPT_CLEARING_CCID,Identifier of the Accounting Flexfield for the Receipt Confirmation Account,N
52547.0,RECEIPT_METHOD_ID,Identifier of the receipt method associated with this bank account,N
52547.0,REMITTANCE_CCID,Identifier of the Accounting Flexfield for the Remittance Account,N
52547.0,REMIT_PRINT_PROGRAM_ID,Identifier of the program that will be used to print automatic receipts that are selected for remittance and which use these receipt method and bank account,N
52547.0,REMIT_TRANSMISSION_PROGRAM_ID,Identifier of the program that will be used to transmit automatic receipts that are selected for remittance and which use these receipt method and bank account,N
52547.0,RISK_ELIMINATION_DAYS,Stores the number of days after the maturity date of a discounted receipt before the risk of non-payment of the receipt can be eliminated.  The Automatic Clearing program uses this date.  It is 0 when null.,N
52547.0,SHORT_TERM_DEBT_CCID,Stores the short term debt liability account that is credited when receipts are factored to the bank. The account is debited at risk elimination time. It is mandatory for receipt classes whose remit_method_code allows factoring.,N
52547.0,START_DATE,Date this combination of receipt method and bank account is active,D
52547.0,UNAPPLIED_CCID,Identifier of the Accounting Flexfield for the Unapplied Account,N
52547.0,UNEARNED_CCID,Identifier of the Accounting Flexfield for the Unearned Account,N
52547.0,BR_FACTOR_CCID,Accounting Flexfield identifier for the Bills Receivable Factoring account,N
52547.0,BR_REMITTANCE_CCID,Accounting Flexfield identifier for the Bills Receivable Remittance account,N
52547.0,BR_STD_RECEIVABLES_TRX_ID,Receivables activity used for short-term debt definition for the transaction type of Bills Receivable Remittance,N
57856.0,PROJFUNC_CURRENCY_CODE,The project functional currency code,V
51855.0,IREP_COMMENTS,Comments from CASE,V
57858.0,PRC_GENERATED_FLAG,For Future Use,V
57856.0,COST_IND_COMPILED_SET_ID,The identifier of the compiled set that is used to calculate the cost amount of the expenditure item,N
57856.0,INIT_BURDENED_COST,It stores the initial burdened cost in project functional currency,N
57856.0,INIT_BURDENED_COST_SOURCE,It stores the initial burdened cost source,V
57856.0,INIT_QUANTITY,It stores the initial quantity,N
57856.0,INIT_QUANTITY_SOURCE,It stores the initial quantity source,V
57856.0,INIT_RAW_COST,It stores the initial raw cost in project functional currency,N
57856.0,INIT_RAW_COST_SOURCE,It stores the initial raw cost source,V
57856.0,INIT_REVENUE,It stores the initial revenue in project functional currency,N
57856.0,INIT_REVENUE_SOURCE,It stores the initial revenue source,V
57856.0,PROJECT_INIT_BURDENED_COST,The initial burdened cost in project currency,N
57856.0,PROJECT_INIT_COST_EXCH_RATE,The initial cost exchange rate for project currency,N
57856.0,PROJECT_INIT_COST_RATE_DATE,The initial cost rate date for project currency,D
57856.0,PROJECT_INIT_COST_RATE_DT_TYPE,The initial cost rate date type for project currency,V
57856.0,PROJECT_INIT_COST_RATE_TYPE,The initial cost rate type for project currency,V
57856.0,PROJECT_INIT_RAW_COST,The initial raw cost in project currency,N
57856.0,PROJECT_INIT_REVENUE,The initial revenue in project currency,N
57856.0,PROJECT_INIT_REV_EXCH_RATE,The initial revenue exchange rate for project currency,N
57856.0,PROJECT_INIT_REV_RATE_DATE,The initial revenue rate date for project currency,D
57856.0,PROJECT_INIT_REV_RATE_DT_TYPE,The initial revenue rate date type for project currency,V
57856.0,PROJECT_INIT_REV_RATE_TYPE,The initial revenue rate type for project currency,V
57856.0,PROJFUNC_INIT_COST_EXCH_RATE,The initial cost exchange rate for project functional currency,N
57856.0,PROJFUNC_INIT_COST_RATE_DATE,The initial cost rate date for project functional currency,D
57856.0,PROJFUNC_INIT_COST_RATE_TYPE,The initial cost rate type for project functional currency,V
57856.0,PROJFUNC_INIT_REV_EXCH_RATE,The initial revenue exchange rate for project functional currency,N
57856.0,PROJFUNC_INIT_REV_RATE_DATE,The initial revenue rate date for project functional currency,D
57856.0,PROJFUNC_INIT_REV_RATE_DT_TYPE,The initial revenue rate date type for project functional currency,V
57856.0,PROJFUNC_INIT_REV_RATE_TYPE,The initial revenue rate type for project functional currency,V
57856.0,PROJFUNC_INT_COST_RATE_DT_TYPE,The initial cost rate date type for project functional currency,V
57856.0,TRANSFER_PRICE_RATE,It stores the transfer price rate,N
57856.0,TXN_BILL_RATE_OVERRIDE,The override bill rate,N
57856.0,TXN_BURDEN_MULTIPLIER,It stores the burden multiplier,N
57856.0,TXN_BURDEN_MULTIPLIER_OVERRIDE,The override burden multiplier,N
57856.0,TXN_COST_RATE_OVERRIDE,It stores the overriding cost rate of the assignment.,N
57856.0,TXN_DISCOUNT_PERCENTAGE,The discount percentage,N
57856.0,TXN_INIT_BURDENED_COST,The initial burdened cost in transaction currency,N
57856.0,TXN_INIT_RAW_COST,The initial raw cost in transaction currency,N
57856.0,TXN_INIT_REVENUE,The initial revenue in transaction currency,N
57856.0,TXN_MARKUP_PERCENT,The markup percent.,N
57856.0,TXN_MARKUP_PERCENT_OVERRIDE,The override markup percent,N
57856.0,TXN_STANDARD_BILL_RATE,The standard bill rate,N
57856.0,TXN_STANDARD_COST_RATE,It stores the standard cost rate,N
78670.0,CITY,City,V
84282.0,CONTEXT,Standard DFF Columns.,V
84282.0,ATTRIBUTE2,Standard DFF Columns.,V
84282.0,ATTRIBUTE7,Standard DFF Columns.,V
69812.0,REMIT_TO_SITE_ID,Remit To Site Id,N
50270.0,CREATION_DATE,Standard who column - date when this row was created.,D
50270.0,DESCRIPTION,Description,V
50270.0,DUE_CUTOFF_DAY,"Used for proxima terms only, day of a month after which Oracle Payables schedules payment using a day after the current month",N
50270.0,ENABLED_FLAG,No longer used,V
50270.0,END_DATE_ACTIVE,Date after which a payment term is invalid,D
50270.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
50270.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
50270.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
50270.0,NAME,Name of payment term,V
50270.0,RANK,Unique rank to rate invoice payment terms against purchase order payment terms in accordance with Prompt Payment Act,N
50270.0,START_DATE_ACTIVE,Date from which payment term is valid,D
50270.0,TERM_ID,Term identifier,N
50270.0,TYPE,No longer used,V
50650.0,ATTRIBUTE1,Descriptive flexfield segment,V
50650.0,ATTRIBUTE10,Descriptive flexfield segment,V
50650.0,ATTRIBUTE11,Descriptive flexfield segment,V
50650.0,ATTRIBUTE12,Descriptive flexfield segment,V
50650.0,ATTRIBUTE13,Descriptive flexfield segment,V
50650.0,ATTRIBUTE14,Descriptive flexfield segment,V
50650.0,ATTRIBUTE15,Descriptive flexfield segment,V
