SAP_TABLE_NAME,SAP_COL_NAME,ROLLNAME,SAP_DATATYPE,SAP_COL_DESCRIPTION
LFM1,.INCLUDE, , ,
LFM1,.INCLUDE, , ,
LFM1,ABUEB,ABUEB,CHAR,Release Creation Profile
LFM1,ACTIVITY_PROFIL,WRF_PCTR_ACT_PROF,CHAR,Activity Profile for PO Controlling
LFM1,AGREL,AGREL,CHAR,Indicator: Relevant for agency business
LFM1,BLIND,BLIND,CHAR,Indicator: Doc. index compilation active for purchase orders
LFM1,BOIND,BOIND,CHAR,Indicator: index compilation for subseq. settlement active
LFM1,BOLRE,BOLRE,CHAR,Indicator: vendor subject to subseq. settlement accounting
LFM1,BOPNR,BOPNR,CHAR,Restriction Profile for PO-Based Load Building
LFM1,BSTAE,BSTAE,CHAR,Confirmation Control Key
LFM1,EIKTO,EIKTO_M,CHAR,Our account number with the vendor
LFM1,EKGRP,EKGRP,CHAR,Purchasing Group
LFM1,EKORG,EKORG,CHAR,Purchasing Organization
LFM1,ERDAT,ERDAT,DATS,Date on Which Record Was Created
LFM1,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
LFM1,EXPVZ,EXPVZ,CHAR,Mode of Transport for Foreign Trade
LFM1,INCO1,INCO1,CHAR,Incoterms (Part 1)
LFM1,INCO2,INCO2,CHAR,Incoterms (Part 2)
LFM1,KALSK,KALSK,CHAR,Group for Calculation Schema (Vendor)
LFM1,KZABS,KZABS,CHAR,Order Acknowledgment Requirement
LFM1,KZAUT,KZAUT,CHAR,Automatic Generation of Purchase Order Allowed
LFM1,KZRET,KZRET,CHAR,Indicates whether vendor is returns vendor
LFM1,LEBRE,LEBRE,CHAR,Indicator for Service-Based Invoice Verification
LFM1,LFABC,LFABC,CHAR,ABC indicator
LFM1,LFRHY,LFRHY,CHAR,Planning cycle
LFM1,LIBES,LIBES,CHAR,Order entry by vendor
LFM1,LIFNR,ELIFN,CHAR,Vendor Account Number
LFM1,LIPRE,LIPRE,CHAR,"Price marking, vendor"
LFM1,LISER,LISER,CHAR,Rack-jobbing: vendor
LFM1,LOEVM,LOEVM_M,CHAR,Delete flag for vendor at purchasing level
LFM1,MANDT,MANDT,CLNT,Client
LFM1,MEGRU,MEGRU,CHAR,Unit of Measure Group
LFM1,MEPRF,MEPRF,CHAR,Price Determination (Pricing) Date Control
LFM1,MINBW,MINBW,CURR,Minimum order value
LFM1,MRPPP,MRPPP_W,CHAR,Planning calendar
LFM1,NRGEW,NRGEW,CHAR,Indicator whether discount in kind granted
LFM1,PAPRF,WVMI_PAPRF,CHAR,Profile for transferring material data via IDoc PROACT
LFM1,PLIFZ,PLIFZ,DEC,Planned Delivery Time in Days
LFM1,PRFRE,PRFRE_LH,CHAR,"Indicator: ""relev. to price determination (vend. hierarchy)"
LFM1,RDPRF,RDPRF,CHAR,Rounding Profile
LFM1,SKRIT,SKRIT,CHAR,Vendor sort criterion for materials
LFM1,SPERM,SPERM_M,CHAR,Purchasing block at purchasing organization level
LFM1,STAGING_TIME,WRF_PSCD_MST,DEC,Staging Time in Days
LFM1,TELF1,TELFE,CHAR,Vendor's telephone number
LFM1,TRANSPORT_CHAIN,WRF_PSCD_TC_ID,CHAR,Transportation Chain
LFM1,UMSAE,UMSAE,CHAR,Comparison/agreement of business volumes necessary
LFM1,VENSL,VENSL,DEC,Vendor service level
LFM1,VERKF,EVERK,CHAR,Responsible Salesperson at Vendor's Office
LFM1,VSBED,VSBED,CHAR,Shipping Conditions
LFM1,WAERS,BSTWA,CUKY,Purchase order currency
LFM1,WEBRE,WEBRE,CHAR,Indicator: GR-Based Invoice Verification
LFM1,XERSR,XERSR,CHAR,Automatic evaluated receipt settlement for return items
LFM1,XERSY,XERSY,CHAR,Evaluated Receipt Settlement (ERS)
LFM1,XNBWY,XNBWY,CHAR,Revaluation allowed
LFM1,ZOLLA,DZOLLS,CHAR,Customs Office: Office of Exit/Entry for Foreign Trade
LFM1,ZTERM,DZTERM,CHAR,Terms of Payment Key
LFM2,.INCLU--AP, , ,
LFM2,.INCLUDE, , ,
LFM2,.INCLUDE, , ,
LFM2,ABUEB,ABUEB,CHAR,Release Creation Profile
LFM2,BOIND,BOIND_UNUSED,CHAR,Field Not Used (Subsequent Settlement)
LFM2,BOLRE,BOLRE_UNUSED,CHAR,Field Not Used (Subsequent Settlement)
LFM2,BOPNR,BOPNR,CHAR,Restriction Profile for PO-Based Load Building
LFM2,BSTAE,BSTAE,CHAR,Confirmation Control Key
LFM2,DISPO,DISPO,CHAR,MRP Controller (Materials Planner)
LFM2,EKGRP,EKGRP,CHAR,Purchasing Group
LFM2,EKORG,EKORG,CHAR,Purchasing Organization
LFM2,ERDAT,ERDAT,DATS,Date on Which Record Was Created
LFM2,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
LFM2,EXPVZ,EXPVZ,CHAR,Mode of Transport for Foreign Trade
LFM2,INCO1,INCO1,CHAR,Incoterms (Part 1)
LFM2,INCO2,INCO2,CHAR,Incoterms (Part 2)
LFM2,KALSK,KALSK,CHAR,Group for Calculation Schema (Vendor)
LFM2,KZABS,KZABS,CHAR,Order Acknowledgment Requirement
LFM2,KZAUT,KZAUT,CHAR,Automatic Generation of Purchase Order Allowed
LFM2,LEBRE,LEBRE,CHAR,Indicator for Service-Based Invoice Verification
LFM2,LFABC,LFABC,CHAR,ABC indicator
LFM2,LFRHY,LFRHY,CHAR,Planning cycle
LFM2,LIBES,LIBES,CHAR,Order entry by vendor
LFM2,LIFNR,LIFNR,CHAR,Account Number of Vendor or Creditor
LFM2,LIPRE,LIPRE,CHAR,"Price marking, vendor"
LFM2,LISER,LISER,CHAR,Rack-jobbing: vendor
LFM2,LOEVM,LOEVM_M,CHAR,Delete flag for vendor at purchasing level
LFM2,LTSNR,LTSNR,CHAR,Vendor Subrange
LFM2,MANDT,MANDT,CLNT,Client
LFM2,MEGRU,MEGRU,CHAR,Unit of Measure Group
LFM2,MEPRF,MEPRF,CHAR,Price Determination (Pricing) Date Control
LFM2,MINBW,MINBW,CURR,Minimum order value
LFM2,MRPPP,MRPPP_W,CHAR,Planning calendar
LFM2,PAPRF,WVMI_PAPRF,CHAR,Profile for transferring material data via IDoc PROACT
LFM2,PLIFZ,PLIFZ,DEC,Planned Delivery Time in Days
LFM2,RDPRF,RDPRF,CHAR,Rounding Profile
LFM2,SPERM,SPERM_M,CHAR,Purchasing block at purchasing organization level
LFM2,STAGING_TIME,WRF_PSCD_MST,DEC,Staging Time in Days
LFM2,TELF1,TELFE,CHAR,Vendor's telephone number
LFM2,TRANSPORT_CHAIN,WRF_PSCD_TC_ID,CHAR,Transportation Chain
LFM2,UMSAE,UMSAE_UNUSED,CHAR,Field Not Used (Subsequent Settlement)
LFM2,VERKF,EVERK,CHAR,Responsible Salesperson at Vendor's Office
LFM2,WAERS,BSTWA,CUKY,Purchase order currency
LFM2,WEBRE,WEBRE,CHAR,Indicator: GR-Based Invoice Verification
LFM2,WERKS,WERKS_D,CHAR,Plant
LFM2,XERSR,XERSR,CHAR,Automatic evaluated receipt settlement for return items
LFM2,XERSY,XERSY,CHAR,Evaluated Receipt Settlement (ERS)
LFM2,XNBWY,XNBWY,CHAR,Revaluation allowed
LFM2,ZOLLA,DZOLLS,CHAR,Customs Office: Office of Exit/Entry for Foreign Trade
LFM2,ZTERM,DZTERM,CHAR,Terms of Payment Key
LIKP,.INCLU--AP, , ,
LIKP,.INCLU--AP, , ,
LIKP,.INCLU--AP, , ,
LIKP,.INCLUDE, , ,
LIKP,.INCLUDE, , ,
LIKP,.INCLUDE, , ,
LIKP,/BEV1/LULEINH,/BEV1/LULEINH,NUMC,Loading Units
LIKP,/BEV1/RPCONT,/BEV1/RPONTAIN,DEC,Number Category 3
LIKP,/BEV1/RPFAESS,/BEV1/RPFAESSER,DEC,Number Category 1
LIKP,/BEV1/RPFLGNR,/DSD/RP_SEQUENCENR,NUMC,Loading Sequence Number in the Tour
LIKP,/BEV1/RPKIST,/BEV1/RPKISTEN,DEC,Number Category 2
LIKP,/BEV1/RPSONST,/BEV1/RPSONST,DEC,Number Category 4
LIKP,ABLAD,ABLAD,CHAR,Unloading Point
LIKP,ABSSC,ABSSCHE_CM,CHAR,Payment guarantee procedure
LIKP,AEDAT,AEDAT,DATS,Changed On
LIKP,AENAM,AENAM,CHAR,Name of Person Who Changed Object
LIKP,AKKUR,AKKUR,DEC,Exchange rate for letter-of-credit procg in foreign trade
LIKP,AKPRZ,AKPRZ,DEC,Depreciation percentage for financial document processing
LIKP,AKWAE,AKWAE,CUKY,Currency key for letter-of-credit procg in foreign trade
LIKP,AMTBL,AMTBL_CM,CURR,Released credit value of the document
LIKP,ANZPK,ANZPK,NUMC,Total number of packages in delivery
LIKP,AULWE,AULWE,CHAR,Route Schedule
LIKP,AUTLF,AUTLF,CHAR,Complete delivery defined for each sales order?
LIKP,BEROT,BEROT,CHAR,Picked items location
LIKP,BLDAT,BLDAT,DATS,Document Date in Document
LIKP,BOLNR,BOLNR,CHAR,Bill of lading
LIKP,BORGR_GRP,BORGR_GRP,CHAR,Inbound Dely Group: Multi-Level Goods Receipt Automotive
LIKP,BTGEW,GSGEW,QUAN,Total Weight
LIKP,BZIRK,BZIRK,CHAR,Sales district
LIKP,CMFRE,CMFRE,DATS,Release date of the document determined by credit management
LIKP,CMNGV,CMNGV,DATS,Next date
LIKP,CMWAE,WAERS_CM,CUKY,Currency key of credit control area
LIKP,COMMN,COMMN,CHAR,Communication number for Q-API interface
LIKP,CONT_DG,ADGE_NCDG,CHAR,Indicator: Document contains dangerous goods
LIKP,CTLPC,CTLPC_CM,CHAR,Credit management: Risk category
LIKP,DIRTA,LVS_DIRTA,CHAR,Automatic TO Creation Immediately After TR Generation
LIKP,ERDAT,ERDAT,DATS,Date on Which Record Was Created
LIKP,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
LIKP,ERZET,ERZET,TIMS,Entry time
LIKP,EXNUM,EXNUM,CHAR,Number of foreign trade data in MM and SD documents
LIKP,EXPKZ,EXPKZ,CHAR,Export indicator
LIKP,FAKSK,FAKSK,CHAR,Billing block in SD document
LIKP,FKAIV,FKAIV,CHAR,Billing type for intercompany billing
LIKP,FKARV,FKARV,CHAR,Proposed billing type for a delivery-related billing doc.
LIKP,FKDAT,FKDAT,DATS,Billing date for billing index and printout
LIKP,FKDIV,FKDIV,DATS,Billing date for intercompany billing
LIKP,FOLAR,LFART,CHAR,Delivery Type
LIKP,GEWEI,GEWEI,UNIT,Weight Unit
LIKP,GRULG,GRULG,CHAR,Weight group for delivery (To group)
LIKP,GRUPP,GRUPP_CM,CHAR,Customer Credit Group
LIKP,HANDLE,TSEGGUID_LIKP,CHAR,Worldwide unique key for LIKP-VBELN
LIKP,IMWRK,IMWRK,CHAR,Delivery has Status 'In Plant'
LIKP,INCO1,INCO1,CHAR,Incoterms (Part 1)
LIKP,INCO2,INCO2,CHAR,Incoterms (Part 2)
LIKP,KALSM,KALSM_D,CHAR,"Procedure (Pricing, Output Control, Acct. Det., Costing,...)"
LIKP,KALSM_CH,KALSMA_CH,CHAR,Search procedure for batch determination
LIKP,KALSP,KALSP,CHAR,Shipping: Pricing procedure
LIKP,KDGRP,KDGRP,CHAR,Customer group
LIKP,KKBER,KKBER,CHAR,Credit control area
LIKP,KLIEF,KLIEF,CHAR,Correction delivery
LIKP,KNFAK,KNFAK,CHAR,Customer factory calendar
LIKP,KNKLI,KNKLI,CHAR,Customer's account number with credit limit reference
LIKP,KNUMP,KNUMP,CHAR,Number of document condition - pricing
LIKP,KNUMV,KNUMV,CHAR,Number of the document condition
LIKP,KODAT,KODAT,DATS,Picking Date
LIKP,KOUHR,KOUHR,TIMS,"Picking time (local time, with reference to a plant)"
LIKP,KUNAG,KUNAG,CHAR,Sold-to party
LIKP,KUNIV,KUNIV,CHAR,Customer number for intercompany billing
LIKP,KUNNR,KUNWE,CHAR,Ship-to party
LIKP,KZAZU,KZAZU_D,CHAR,Order Combination Indicator
LIKP,KZWAB,KZWAB,CHAR,Indicator for controlling goods movement
LIKP,LCNUM,LCNUM,CHAR,Financial doc. processing: Internal financial doc. number
LIKP,LDDAT,LDDAT,DATS,Loading Date
LIKP,LDUHR,LDUHR,TIMS,Loading Time (Local Time Relating to a Shipping Point)
LIKP,LFART,LFART,CHAR,Delivery Type
LIKP,LFDAT,LFDAT_V,DATS,Delivery Date
LIKP,LFUHR,LFUHR,TIMS,Time of delivery
LIKP,LGBZO,LGBZO,CHAR,Staging Area for Warehouse Complex
LIKP,LGNUM,LGNUM,CHAR,Warehouse Number / Warehouse Complex
LIKP,LGTOR,LGTOR,CHAR,Door for Warehouse Number
LIKP,LIFEX,LIFEX,CHAR,External Identification of Delivery Note
LIKP,LIFNR,ELIFN,CHAR,Vendor Account Number
LIKP,LIFSK,LIFSK,CHAR,Delivery block (document header)
EREV,FGDAT,FGDAT,DATS,Date of release
EREV,FGNAM,FGNAM,CHAR,Name of person effecting release
EREV,FGUHR,FGUHR,TIMS,Time of release
EREV,LOEKZ,ELOEK,CHAR,Deletion Indicator in Purchasing Document
EREV,MANDT,MANDT,CLNT,Client
EREV,NETWR,BWERT,CURR,Net Order Value in PO Currency
EREV,OKDAT,OKDAT,DATS,Date of buyer approval
EREV,OKNAM,OKNAM,CHAR,Name of approving buyer
EREV,OKUHR,OKUHR,TIMS,Time of buyer approval
EREV,REVNO,REVNO,CHAR,Version number in Purchasing
EREV,REVOK,DCM_REVOK,CHAR,"Status ""version completed"""
EREV,RSCOD,RSCOD,CHAR,Reason for change
EREV,STREV,STREV,CHAR,Version status
EREV,TXZ01,TXZ01_DCM,CHAR,Description of version
EREV,WAERS,WAERS,CUKY,Currency Key
ESSR,.INCLUDE, , ,
ESSR,.INCLUDE, , ,
ESSR,ABNUM,ABNUM,INT4,Maintenance Plan Call Number
ESSR,AEDAT,AEDAT,DATS,Changed On
ESSR,AENAM,AENAM,CHAR,Name of Person Who Changed Object
ESSR,BANFN,BANFN_ESSR,CHAR,Purchase Requisition Number
ESSR,BKTXT,BKTXT_SRV,CHAR,Document Header Text
ESSR,BLDAT,BLDAT_SRV,DATS,Document Date in Document
ESSR,BNFPO,BNFPO_ESSR,NUMC,Item number of purchase requisition
ESSR,BUDAT,BUDAT_SRV,DATS,Posting Date in the Document
ESSR,CUOBJ,CUOBJ,NUMC,Configuration (internal object number)
ESSR,DLORT,DLORT,CHAR,Location Where Service Was Performed
ESSR,EBELN,EBELN,CHAR,Purchasing Document Number
ESSR,EBELP,EBELP,NUMC,Item Number of Purchasing Document
ESSR,ERDAT,ERDAT,DATS,Date on Which Record Was Created
ESSR,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
ESSR,FINAL,FINAL,CHAR,Indicator: Final Entry Sheet
ESSR,FKNUM,FKNUM,CHAR,Shipment Cost Number
ESSR,FKPOS,FKPOS,NUMC,Shipment costs item
ESSR,FRGGR,FRGGR,CHAR,Release group
ESSR,FRGKL,FRGKL,CHAR,Release indicator: Entry sheet
ESSR,FRGRL,FRGRL,CHAR,Release Not Yet Completely Effected
ESSR,FRGSX,FRGSX,CHAR,Release Strategy
ESSR,FRGZU,FRGZU,CHAR,Release status
ESSR,F_LOCK,F_LOCK,CHAR,Block Release of Entry Sheet
ESSR,KNTTP,KNTTP,CHAR,Account Assignment Category
ESSR,KZABN,KZABN,CHAR,Acceptance indicator
ESSR,KZVBR,KZVBR,CHAR,Consumption Posting
ESSR,LBLDT,LBLDT,DATS,Price Reference Date of Entry Sheet
ESSR,LBLNE,LBLNE1,CHAR,External Entry Sheet Number
ESSR,LBLNI,LBLNI,CHAR,Entry Sheet Number
ESSR,LEMIN,SRVRET,CHAR,Returns Indicator
ESSR,LOEKZ,LOEKZ_ESSR,CHAR,Deletion indicator in entry sheet
ESSR,LWERT,LWERT,CURR,Value of Services
ESSR,LZBIS,LZBIS,DATS,End of period
ESSR,LZVON,LZVON,DATS,Period
ESSR,MANDT,MANDT,CLNT,Client
ESSR,NAVNW,NAVNW_SRV,CURR,Non-deductible input tax
ESSR,NETWR,NETWR_ESSR,CURR,Net Value of Entry Sheet
ESSR,PACKNO,PACKNO,NUMC,Package number
ESSR,PWFR,MC_PWFR,DEC,Points score for on-time delivery
ESSR,PWWE,MC_PWWE,DEC,Points score for quality of services
ESSR,SBNAMAG,SBNAMAG,CHAR,Person Responsible (Internally)
ESSR,SBNAMAN,SBNAMAN,CHAR,Person Responsible (Externally)
ESSR,SPEC_NO,SPEC_NO,CHAR,Number of a Set of Model Service Specifications
ESSR,TXZ01,TXZ01_ESSR,CHAR,Short Text of Service Entry Sheet
ESSR,UNPLV,UNPLV,CURR,Portion Unplanned Value Without Reference to Contract
ESSR,USER1,ESSR_D,CHAR,Technical Reference Field for External Entry Sheet Number
ESSR,USER2,USR_ESSR,CHAR,User field: Service entry sheet
ESSR,UWERT,NETWR_UNG,CURR,Portion from Unplanned Services
ESSR,WAERS,WAERS,CUKY,Currency Key
ESSR,WAPOS,WAPOS,CHAR,Maintenance item
ESSR,WARPL,WARPL,CHAR,Maintenance Plan
ESSR,XBLNR,XBLNR_SRV1,CHAR,Reference Document Number
PLFH,AENNR,AENNR,CHAR,Change Number
PLFH,BZOFFB,BZOFFB,CHAR,Reference date to start of production resource/tool usage
PLFH,BZOFFE,BZOFFE,CHAR,Reference date for end of production resource/tool usage
PLFH,DATUC,AEDAT,DATS,Changed On
PLFH,DATUI,ANDAT,DATS,Date record created on
PLFH,DATUV,DATUV,DATS,Valid-From Date
PLFH,EHOFFB,EHOFFB,UNIT,Offset unit for start of prod. resource/tool usage
PLFH,EHOFFE,EHOFFE,UNIT,Offset unit for end of production resource/tool usage
PLFH,EWEINH,EWEINH,UNIT,Usage value unit of the production resource/tool
PLFH,EWFORM,CF_EWFORM,CHAR,Formula for calculating the total usage value of PRT
PLFH,EWVGW,EWVGW,QUAN,Standard usage value for production resources/tools
PLFH,GP_KRIT1,PLOBJ,CHAR,Planning object
PLFH,KNOBJ,KNOBJ,NUMC,Number of Object with Assigned Dependencies
PLFH,KTSCH,CF_KTSCH,CHAR,Standard text key for production resources/tools
PLFH,KZKBL,KZKBL,CHAR,Indicator: Create load records for prod. resources/tools
PLFH,LOEKZ,LKENZ,CHAR,Deletion Indicator
PLFH,MANDT,MANDT,CLNT,Client
PLFH,MGEINH,MGEINH,UNIT,Quantity unit of production resource/tool
PLFH,MGFORM,CF_MGFORM,CHAR,Formula for calculating the total quantity of PRT
PLFH,MGVGW,MGVGW,QUAN,Standard value for the PRT quantity
PLFH,OBJCT,OBJCT_D,CHAR,Object of a task list
PLFH,OBJID,CR_OBJID,NUMC,Object ID of the resource
PLFH,OBJTY,CR_OBJTY,CHAR,Object types of the CIM resource
PLFH,OFFSTB,OFFSTB,QUAN,Offset to start of production resource/tool usage
PLFH,OFFSTE,OFFSTE,QUAN,Offset to finish of production resource/tool usage
PLFH,PARKZ,PARKZ,CHAR,Indicator: inactive changes
PLFH,PLNAL,PLNAL,CHAR,Group Counter
PLFH,PLNFL,PLNFOLGE,CHAR,Sequence
PLFH,PLNKN,PLNKN,NUMC,Number of the task list node
PLFH,PLNNR,PLNNR,CHAR,Key for Task List Group
PLFH,PLNTY,PLNTY,CHAR,Task List Type
PLFH,PSNFH,PSNFH,NUMC,Item Number for Production Resource/Tool
PLFH,PZLFH,PZLFH,NUMC,Item counter for production resources/tools
PLFH,STEUF,STEUF,CHAR,Control key for management of production resources/tools
PLFH,TECHV,TECHV,CHAR,Technical status from
PLFH,TXTSP,SPRAS,LANG,Language Key
PLFH,TXTZ1,TXTZ1,CHAR,First line of text for production resources/tools
PLFH,USERC,AENAM,CHAR,Name of Person Who Changed Object
PLFH,USERI,ANNAM,CHAR,User who created record
PLFH,ZAEHL,CIM_COUNT,NUMC,Internal counter
PROJ,.INCLU--AP, , ,
PROJ,.INCLU--AP, , ,
PROJ,.INCLUDE, , ,
PROJ,.INCLUDE, , ,
PROJ,.INCLUDE, , ,
PROJ,.INCLUDE, , ,
PROJ,.INCLUDE, , ,
PROJ,ABGSL,ABGR_SCHL,CHAR,Results Analysis Key
PROJ,AEDAT,UPDAT,DATS,Date on which object was last changed
PROJ,AEDTE,PS_AEDTE,DATS,Date of last scheduling of the overall network (basic dates)
PROJ,AEDTP,PS_AEDTP,DATS,Date of last scheduling of the overall network (forecast)
PROJ,AENAM,AENAM,CHAR,Name of Person Who Changed Object
PROJ,ASTNA,PS_ASTNA,CHAR,Applicant
PROJ,ASTNR,PS_ASTNR,NUMC,Applicant number
PROJ,AUTOD,PS_AUTOD,CHAR,Automatic value transfer from WBS element to project def.
PROJ,BERBU,PS_BERBU,CHAR,Authorization key for project budget
PROJ,BERKO,PS_BERKO,CHAR,Authorization key for costs and revenues
PROJ,BERST,PS_BERST,CHAR,Authorization key for project master data
PROJ,BERTR,PS_BERTR,CHAR,Authorization key for project dates (WBS)
PROJ,BESTA,PS_BESTAND,CHAR,Project stock
PROJ,BPROF,BP_BPROFIL,CHAR,Budget Profile
PROJ,DPPPROF,AD01PROFNR,CHAR,Dynamic Item Processor Profile
PROJ,EPROG,PS_EPROG,DATS,Forecast finish date for project definition
PROJ,ERDAT,ERDAT,DATS,Date on Which Record Was Created
PROJ,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
PROJ,ETYPE,JV_ETYPE,CHAR,Equity type
PROJ,EWPLF,PS_EWPLF,NUMC,Planning method for project forecast dates
PROJ,FERC_IND,FE_IND,CHAR,Regulatory indicator
PROJ,FLGVRG,PS_FLGVRG,CHAR,Indicator: Bottom-up calculation with activity dates
PROJ,FMPRF,PSFM_PRF,CHAR,Payment plan profile
PROJ,FUNC_AREA,FKBER,CHAR,Functional Area
PROJ,GRTOP,GRONTOP,CHAR,Indicator: Automatic requirements grouping
PROJ,IMPRF,IM_PROFIL,CHAR,Investment measure profile
PROJ,INACT,PS_INACT,CHAR,Indicator: Project definition inactive
PROJ,JIBCL,JV_JIBCL,CHAR,JIB/JIBE Class
PROJ,JIBSA,JV_JIBSA,CHAR,JIB/JIBE Subclass A
PROJ,KALID,FABKL,CHAR,Factory calendar key
PROJ,KIMSK,PS_KIMSK,CHAR,Selection mask for WBS element short IDs
PROJ,KOSTL,KOSTL,CHAR,Cost Center
PROJ,KTRG,KSTRG,CHAR,Cost Object
PROJ,KZBWS,KZBWS,CHAR,Valuation of Special Stock
PROJ,KZERB,PS_KZERB,CHAR,Indicator: Project summarization via master data charact.
PROJ,LOEVM,LOEVM,CHAR,Deletion Indicator
PROJ,LOGSYSTEM,LOGSYSTEM,CHAR,Logical System
PROJ,MANDT,MANDT,CLNT,Client
PROJ,NZANZ,NETZOBERFL,CHAR,Indicator: Network header visible to end user
PROJ,OBJNR,J_OBJNR,CHAR,Object number
PROJ,OTYPE,JV_OTYPE,CHAR,Joint Venture Object Type
PROJ,PARGR,PARGR,CHAR,Partner Determination Procedure
PROJ,PGPRF,PGPROFID,CHAR,Distribution profile
PROJ,PLFAZ,PS_PLFAZ,DATS,Project planned start date
PROJ,PLINT,PLINT,CHAR,Indicator for Integrated Planning
PROJ,PLNAW,PLNAW,CHAR,Application of the task list
PROJ,PLSEZ,PS_PLSEZ,DATS,Project planned finish date
PROJ,POST1,PS_POST1,CHAR,PS: Short description (1st text line)
PROJ,POSTU,PS_POSTU,CHAR,PS: Short description (1st text line) in all caps
PROJ,PPROF,BP_PPROFIL,CHAR,Planning profile
PROJ,PRCTR,PRCTR,CHAR,Profit Center
PROJ,PROFL,PROFIDPROJ,CHAR,Project Profile
PROJ,PROJ_STATUS,ACTCMB_DELE,INT1,Status Combination
PROJ,PSPID,PS_PSPID,CHAR,Project Definition
PROJ,PSPID_EDIT,PS_PSPID_EDIT,CHAR,Project Number (External) Edited
PROJ,PSPNR,PS_INTNR,NUMC,Project definition (internal)
PROJ,PWHIE,PS_PWHIE,CUKY,WBS currency (project definition)
PROJ,RECID,JV_RECIND,CHAR,Recovery Indicator
PROJ,SCHTYP,PS_SCHED_TYPE,CHAR,Scheduling scenario
PROJ,SCOPE,SCOPE_CV,CHAR,Object Class
PROJ,SCPRF,PS_SCHDPRF,CHAR,Profile for WBS scheduling
FAGLFLEXT,TSL04,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL05,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL06,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL07,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL08,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL09,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL10,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL11,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL12,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL13,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL14,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL15,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL16,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSLVT,TSLVT12,CURR,Balance carried forward in transaction currency
TVKO,.INCLU--AP, , ,
TVKO,.INCLUDE, , ,
TVKO,ADRNR,ADRNR,CHAR,Address
TVKO,BOAVO,BOAVO,CHAR,Rebate processing active in the sales organization
TVKO,BSART,BSART,CHAR,Order Type (Purchasing)
TVKO,BSTYP,BSTYP,CHAR,Purchasing Document Category
TVKO,BUKRS,VKBUK,CHAR,Company code of the sales organization
TVKO,BWART,BWARTWE,CHAR,Movement Type (Inventory Management)
TVKO,EKGRP,EKGRP,CHAR,Purchasing Group
TVKO,EKORG,EKORG,CHAR,Purchasing Organization
TVKO,J_1ANUTIME,J_1ANUTIME,CHAR,Time of numbering for deliveries
TVKO,KUNNR,KUNIV,CHAR,Customer number for intercompany billing
TVKO,LGORT,LGORT_D,CHAR,Storage Location
TVKO,LIFNR,LIFNR,CHAR,Account Number of Vendor or Creditor
TVKO,MANDT,MANDT,CLNT,Client
TVKO,MAXBI,MAXBI,NUMC,Maximum Number of Items in Billing Document
TVKO,MWSKZ,J_1AMWSKZ,CHAR,Tax code for SD documents
TVKO,PLAUEZ,/SAPHT/SW_PLAUEZ,CHAR,Unit for price protection
TVKO,PLAUFZ,/SAPHT/SW_PLAUFZ,NUMC,Price protection period
TVKO,TXNAM_ADR,TXNAM_ADR,CHAR,Text name for form text module short address
TVKO,TXNAM_FUS,TXNAM_FUS,CHAR,Text name for formula text module footer lines
TVKO,TXNAM_GRU,TXNAM_GRU,CHAR,Text name for form text module: Greeting
TVKO,TXNAM_KOP,TXNAM_KOP,CHAR,Text name for form text module letter header
TVKO,TXNAM_SDB,TXNAM_SDB,CHAR,Text names for layout-set module SDS sender
TVKO,VKOAU,VKOAU,CHAR,Reference sales org.for sales doc.types (by sales area)
TVKO,VKOKL,VKOKL,CHAR,Sales organization calendar
TVKO,VKORG,VKORG,CHAR,Sales Organization
TVKO,WAERS,WAERS_V,CUKY,Statistics currency
TVKO,WERKS,WERKS_D,CHAR,Plant
TVKO,XSTCEG,XSTCEG,CHAR,Determining the VAT registration number
TVZBT,MANDT,MANDT,CLNT,Client
TVZBT,SPRAS,SPRAS,LANG,Language Key
TVZBT,VTEXT,DZTERM_BEZ,CHAR,Description of terms of payment
TVZBT,ZTERM,DZTERM,CHAR,Terms of Payment Key
VBAK,.INCLU--AP, , ,
VBAK,.INCLU--AP, , ,
VBAK,.INCLU--AP, , ,
VBAK,.INCLU--AP, , ,
